Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-28974,1131,511,3,Furniture,Tables,Debit Card
B-28974,3689,540,5,Electronics,Printers,Credit Card
B-28975,604,47,4,Electronics,Accessories,UPI
B-28976,712,-177,5,Clothing,Saree,Debit Card
B-28977,472,153,1,Electronics,Phones,COD
B-28977,5526,486,3,Furniture,Chairs,EMI
B-28977,1272,526,2,Electronics,Accessories,Credit Card
B-28978,5522,344,3,Electronics,Accessories,Debit Card
B-28978,4455,2774,3,Electronics,Electronic Games,Debit Card
B-28978,653,256,5,Furniture,Tables,COD
B-28979,2348,826,3,Furniture,Chairs,UPI
B-28979,1419,283,3,Electronics,Phones,COD
B-28980,523,123,2,Clothing,Skirt,COD
B-28981,1658,594,2,Furniture,Chairs,COD
B-28982,5126,460,3,Furniture,Furnishings,COD
B-28982,5237,421,3,Furniture,Chairs,UPI
B-28983,1301,-373,5,Clothing,Shirt,UPI
B-28984,4207,2432,2,Electronics,Phones,COD
B-28985,4202,2408,2,Electronics,Electronic Games,Credit Card
B-28986,4366,2003,5,Electronics,Phones,EMI
B-28987,856,43,1,Furniture,Tables,Debit Card
B-28987,943,211,3,Electronics,Accessories,UPI
B-28987,2983,1591,1,Electronics,Printers,COD
B-28988,5035,1391,5,Electronics,Printers,UPI
B-28988,2472,262,4,Furniture,Bookcases,COD
B-28989,4424,1542,3,Electronics,Electronic Games,Debit Card
B-28990,3179,1679,4,Electronics,Printers,COD
B-28991,3658,1498,2,Furniture,Furnishings,COD
B-28991,851,90,3,Clothing,Hankerchief,UPI
B-28991,963,178,2,Clothing,Leggings,COD
B-28992,860,-117,4,Clothing,Stole,EMI
B-28992,4142,790,3,Furniture,Chairs,Debit Card
B-28993,1741,781,2,Clothing,Hankerchief,COD
B-28993,4075,2554,3,Electronics,Electronic Games,Credit Card
B-28993,1088,243,4,Clothing,Saree,Credit Card
B-28994,493,275,2,Electronics,Phones,COD
B-28995,1672,307,4,Clothing,Hankerchief,Debit Card
B-28996,704,343,2,Clothing,Hankerchief,Debit Card
B-28997,2753,826,1,Furniture,Tables,UPI
B-28997,1582,-309,5,Clothing,Skirt,COD
B-28998,2763,1718,1,Electronics,Phones,Credit Card
B-28999,862,78,4,Electronics,Phones,Debit Card
B-28999,5195,2727,5,Electronics,Electronic Games,UPI
B-29000,4690,1294,1,Furniture,Tables,Debit Card
B-29001,1348,743,5,Clothing,T-shirt,UPI
B-29001,896,337,1,Clothing,T-shirt,UPI
B-29001,2620,755,4,Electronics,Electronic Games,UPI
B-29002,4873,1931,3,Furniture,Tables,UPI
B-29003,4887,1454,1,Furniture,Chairs,COD
B-29003,1382,499,4,Furniture,Tables,Credit Card
B-29004,38,16,4,Clothing,T-shirt,Credit Card
B-29005,347,44,1,Electronics,Phones,Credit Card
B-29006,2774,1421,1,Electronics,Phones,UPI
B-29006,4880,1531,4,Electronics,Phones,Credit Card
B-29007,865,157,3,Electronics,Electronic Games,COD
B-29008,195,105,3,Clothing,T-shirt,COD
B-29008,717,168,4,Clothing,Trousers,Credit Card
B-29009,1805,547,2,Electronics,Electronic Games,UPI
B-29010,2277,410,4,Furniture,Bookcases,Credit Card
B-29010,1708,885,2,Clothing,Skirt,UPI
B-29011,1153,-249,2,Clothing,T-shirt,UPI
B-29011,704,324,1,Furniture,Furnishings,UPI
B-29011,2966,786,3,Electronics,Accessories,Credit Card
B-29012,1297,35,4,Clothing,Leggings,Debit Card
B-29013,69,30,3,Clothing,T-shirt,Credit Card
B-29013,978,65,5,Clothing,Trousers,EMI
B-29014,3437,938,3,Electronics,Electronic Games,COD
B-29015,2256,754,3,Furniture,Tables,Debit Card
B-29016,3499,416,3,Furniture,Tables,Debit Card
B-29017,1637,1064,4,Clothing,Saree,COD
B-29017,3213,1807,5,Electronics,Printers,Debit Card
B-29017,3878,2222,1,Electronics,Electronic Games,UPI
B-29018,111,29,2,Clothing,T-shirt,EMI
B-29018,13,4,4,Clothing,Skirt,Debit Card
B-29019,1000,230,3,Clothing,Saree,UPI
B-29019,1692,152,5,Electronics,Printers,COD
B-29019,1880,927,5,Electronics,Electronic Games,UPI
B-29020,5165,1346,2,Electronics,Accessories,UPI
B-29020,3293,1767,2,Electronics,Accessories,Credit Card
B-29021,4682,1556,4,Furniture,Furnishings,COD
B-29022,2491,244,3,Furniture,Chairs,COD
B-29023,3387,1629,2,Electronics,Electronic Games,UPI
B-29024,5469,3373,2,Electronics,Printers,Credit Card
B-29024,4010,850,2,Electronics,Printers,UPI
B-29025,4115,236,3,Electronics,Electronic Games,COD
B-29025,3991,1320,1,Electronics,Accessories,Credit Card
B-29026,388,53,5,Electronics,Electronic Games,EMI
B-29026,805,380,3,Clothing,Shirt,COD
B-29027,1482,245,4,Clothing,Trousers,COD
B-29027,2136,246,2,Electronics,Printers,UPI
B-29027,5637,1900,5,Furniture,Furnishings,COD
B-29028,2863,883,5,Electronics,Printers,UPI
B-29029,1120,381,4,Clothing,T-shirt,UPI
B-29029,699,142,5,Clothing,Saree,UPI
B-29030,1777,52,1,Furniture,Tables,COD
B-29030,1854,1065,5,Clothing,Skirt,Debit Card
B-29031,3977,506,4,Furniture,Bookcases,UPI
B-29032,4597,566,4,Furniture,Chairs,COD
B-29032,16,1,1,Clothing,Leggings,COD
B-29033,851,-68,4,Clothing,Shirt,UPI
B-29034,1596,656,2,Clothing,Stole,COD
B-29035,4323,1285,1,Furniture,Furnishings,COD
B-29035,481,-124,4,Clothing,Hankerchief,UPI
B-29035,4181,421,1,Furniture,Bookcases,EMI
B-29036,1759,1112,1,Clothing,Stole,UPI
B-29036,1327,518,1,Clothing,Saree,Debit Card
B-29037,1644,625,4,Clothing,Skirt,COD
B-29037,4040,459,4,Furniture,Chairs,UPI
B-29038,3565,342,5,Electronics,Accessories,Credit Card
B-29038,161,-51,1,Clothing,Shirt,Credit Card
B-29038,3389,714,1,Furniture,Tables,Credit Card
B-29039,1239,-425,1,Clothing,Leggings,UPI
B-29039,884,548,5,Clothing,Leggings,Credit Card
B-29040,348,30,3,Clothing,Saree,EMI
B-29040,5553,2733,4,Furniture,Chairs,UPI
B-29040,1938,481,4,Clothing,T-shirt,Debit Card
B-29041,2977,183,3,Furniture,Chairs,Credit Card
B-29042,1967,1286,3,Clothing,T-shirt,UPI
B-29042,957,462,4,Furniture,Furnishings,COD
B-29043,5309,617,2,Furniture,Furnishings,Credit Card
B-29044,1403,461,3,Furniture,Bookcases,Credit Card
B-29045,1523,423,1,Clothing,Leggings,UPI
B-29045,122,58,1,Clothing,Skirt,COD
B-29046,4185,510,3,Furniture,Bookcases,Credit Card
B-29046,461,201,2,Clothing,Leggings,UPI
B-29047,2802,198,1,Furniture,Chairs,COD
B-29048,1557,467,2,Furniture,Chairs,UPI
B-29049,3017,374,2,Electronics,Printers,COD
B-29050,2685,1137,1,Furniture,Chairs,UPI
B-29050,3832,1372,2,Electronics,Electronic Games,Credit Card
B-29051,5410,2122,3,Furniture,Chairs,COD
B-29051,519,283,1,Electronics,Electronic Games,Credit Card
B-29051,307,109,1,Clothing,T-shirt,UPI
B-29052,2311,179,4,Furniture,Bookcases,EMI
B-29052,3605,114,3,Furniture,Tables,COD
B-29053,5057,1568,5,Furniture,Tables,Debit Card
B-29053,330,4,1,Clothing,Stole,COD
B-29054,540,198,1,Clothing,Stole,COD
B-29055,1881,-887,3,Clothing,T-shirt,UPI
B-29056,1032,-167,3,Clothing,Saree,COD
B-29057,1012,277,2,Electronics,Printers,COD
B-29058,3314,1913,4,Electronics,Accessories,EMI
B-29059,4837,2153,4,Furniture,Tables,COD
B-29060,1164,203,5,Electronics,Electronic Games,Credit Card
B-29060,4505,2590,5,Electronics,Accessories,COD
B-29061,5863,1299,5,Furniture,Tables,Credit Card
B-29062,650,267,4,Clothing,Leggings,COD
B-29062,1530,783,2,Clothing,Skirt,UPI
B-29063,1473,242,1,Furniture,Furnishings,UPI
B-29063,791,46,1,Clothing,Shirt,UPI
B-29064,1609,-494,3,Clothing,T-shirt,Credit Card
B-29065,4380,801,5,Electronics,Phones,COD
B-29065,1863,331,3,Furniture,Furnishings,UPI
B-29065,294,157,5,Clothing,Kurti,Credit Card
B-29066,1656,688,4,Furniture,Furnishings,UPI
B-29067,1666,434,1,Furniture,Bookcases,Credit Card
B-29067,1646,469,1,Furniture,Bookcases,Debit Card
B-29068,1437,316,1,Clothing,Hankerchief,Debit Card
B-29068,4655,517,3,Electronics,Printers,COD
B-29069,831,-347,5,Clothing,Leggings,COD
B-29070,4238,2021,4,Electronics,Phones,Debit Card
B-29070,159,-40,1,Clothing,Stole,COD
B-29071,1902,1279,3,Clothing,Shirt,COD
B-29071,149,85,5,Clothing,Saree,UPI
B-29071,1339,272,1,Furniture,Furnishings,COD
B-29072,478,46,3,Electronics,Printers,UPI
B-29072,537,150,1,Electronics,Phones,UPI
B-29073,1871,461,3,Furniture,Chairs,UPI
B-29074,3052,716,5,Electronics,Phones,UPI
B-29075,1567,289,2,Clothing,Kurti,COD
B-29076,594,101,3,Furniture,Tables,Credit Card
B-29076,623,209,3,Clothing,Skirt,UPI
B-29076,3691,1573,1,Furniture,Tables,EMI
B-29077,646,173,5,Furniture,Furnishings,Credit Card
B-29078,533,122,2,Electronics,Phones,EMI
B-29079,4860,1707,4,Electronics,Phones,EMI
B-29079,1015,-42,1,Clothing,Hankerchief,Credit Card
B-29080,144,-17,1,Clothing,Saree,Credit Card
B-29081,5611,2232,3,Electronics,Phones,EMI
B-29081,1577,948,4,Clothing,Stole,EMI
B-29081,1214,-568,2,Clothing,Hankerchief,UPI
B-29082,4259,1794,5,Furniture,Tables,COD
B-29083,2498,133,2,Electronics,Phones,UPI
B-29084,4770,2757,4,Electronics,Phones,UPI
B-29084,4304,278,5,Electronics,Phones,EMI
B-29085,4834,2819,5,Electronics,Printers,EMI
B-29086,5281,1398,4,Furniture,Tables,UPI
B-29087,5011,2517,5,Electronics,Electronic Games,EMI
B-29088,4695,2190,4,Furniture,Furnishings,UPI
B-29088,2569,597,4,Electronics,Accessories,EMI
B-29089,4272,1098,1,Electronics,Printers,COD
B-29090,1826,932,2,Clothing,Saree,Credit Card
B-29090,2662,431,4,Electronics,Phones,Credit Card
B-29090,4433,1308,1,Electronics,Accessories,COD
B-29091,1158,-556,4,Clothing,Skirt,Credit Card
B-29092,3063,407,2,Electronics,Accessories,UPI
B-29093,2467,301,5,Furniture,Furnishings,COD
B-29094,967,497,5,Electronics,Phones,EMI
B-29095,343,-141,5,Clothing,Stole,UPI
B-29095,367,-141,1,Clothing,T-shirt,Credit Card
B-29096,1966,936,3,Clothing,Stole,Debit Card
B-29097,5475,1760,1,Furniture,Chairs,COD
B-29098,1523,386,5,Clothing,Trousers,Debit Card
B-29099,617,382,1,Electronics,Electronic Games,Credit Card
B-29099,1169,429,3,Clothing,Trousers,COD
B-29100,2464,395,3,Furniture,Bookcases,UPI
B-29100,561,214,1,Electronics,Accessories,UPI
B-29101,3048,971,1,Electronics,Electronic Games,Credit Card
B-29101,1893,420,5,Electronics,Accessories,EMI
B-29102,2035,817,4,Furniture,Chairs,UPI
B-29102,494,-139,4,Clothing,T-shirt,Credit Card
B-29102,2101,862,4,Furniture,Bookcases,UPI
B-29103,3416,966,5,Electronics,Electronic Games,COD
B-29104,245,23,1,Clothing,Shirt,EMI
B-29105,340,-155,4,Clothing,Stole,UPI
B-29106,1375,275,1,Clothing,Kurti,COD
B-29107,282,-107,2,Clothing,Saree,UPI
B-29108,5656,912,4,Furniture,Chairs,COD
B-29109,1193,-65,4,Clothing,Trousers,EMI
B-29109,1817,211,5,Furniture,Chairs,EMI
B-29110,1410,162,4,Electronics,Accessories,COD
B-29110,2967,1191,3,Electronics,Printers,UPI
B-29110,2849,667,1,Electronics,Phones,COD
B-29111,1236,421,1,Clothing,Leggings,COD
B-29111,5587,2469,5,Electronics,Phones,UPI
B-29112,1588,1088,3,Clothing,Saree,Credit Card
B-29113,905,270,1,Electronics,Phones,UPI
B-29114,3241,2017,2,Electronics,Phones,COD
B-29114,1552,271,1,Clothing,Leggings,COD
B-29115,4796,2247,2,Electronics,Phones,COD
B-29115,5482,3472,4,Electronics,Accessories,EMI
B-29116,2965,496,3,Electronics,Phones,EMI
B-29117,3250,688,3,Furniture,Tables,COD
B-29118,920,34,2,Clothing,T-shirt,EMI
B-29119,449,112,3,Electronics,Phones,UPI
B-29119,134,-24,1,Clothing,Shirt,Debit Card
B-29119,1516,112,5,Furniture,Tables,COD
B-29120,116,47,3,Clothing,Stole,Debit Card
B-29121,1315,805,2,Clothing,T-shirt,EMI
B-29121,546,153,4,Clothing,Saree,COD
B-29122,4349,532,1,Electronics,Printers,Credit Card
B-29122,572,283,1,Clothing,T-shirt,UPI
B-29122,1759,154,2,Electronics,Accessories,Credit Card
B-29123,956,-141,4,Clothing,Stole,COD
B-29123,1008,-309,4,Clothing,Saree,Credit Card
B-29123,323,-42,5,Clothing,T-shirt,UPI
B-29124,907,196,1,Clothing,Stole,EMI
B-29125,2171,921,5,Furniture,Chairs,COD
B-29126,1791,568,5,Electronics,Printers,UPI
B-29127,5620,370,5,Electronics,Accessories,Credit Card
B-29128,962,-120,4,Clothing,Shirt,COD
B-29128,2411,784,3,Electronics,Accessories,Debit Card
B-29129,5173,1109,4,Furniture,Furnishings,Credit Card
B-29129,1803,511,2,Electronics,Printers,COD
B-29130,4313,2653,3,Electronics,Accessories,Credit Card
B-29130,1872,874,2,Furniture,Chairs,COD
B-29131,865,180,4,Furniture,Chairs,Credit Card
B-29132,3381,107,4,Furniture,Tables,COD
B-29132,4784,331,4,Electronics,Accessories,COD
B-29133,1080,39,2,Furniture,Chairs,Credit Card
B-29134,1145,693,2,Clothing,Leggings,Debit Card
B-29135,1776,-179,3,Clothing,Saree,UPI
B-29136,276,-35,5,Clothing,Leggings,Debit Card
B-29136,1656,884,1,Electronics,Phones,UPI
B-29137,812,433,4,Clothing,Trousers,Debit Card
B-29138,1118,541,2,Clothing,Stole,Credit Card
B-29138,3262,2008,2,Electronics,Phones,UPI
B-29139,4573,2274,2,Electronics,Phones,UPI
B-29139,469,300,4,Electronics,Electronic Games,COD
B-29140,611,-81,2,Clothing,Hankerchief,UPI
B-29140,1631,-366,4,Clothing,T-shirt,COD
B-29141,5089,2313,4,Furniture,Bookcases,COD
B-29141,3970,1463,3,Furniture,Furnishings,COD
B-29142,1336,411,3,Clothing,Saree,EMI
B-29143,2905,1386,5,Electronics,Phones,Debit Card
B-29144,3530,1427,2,Electronics,Printers,UPI
B-29144,4488,1006,1,Electronics,Electronic Games,Credit Card
B-29145,4910,913,4,Furniture,Tables,COD
B-29146,5717,2956,1,Electronics,Accessories,Debit Card
B-29146,855,155,2,Clothing,Kurti,UPI
B-29146,1145,226,4,Electronics,Electronic Games,UPI
B-29147,5420,1710,2,Furniture,Bookcases,EMI
B-29148,3685,1229,3,Electronics,Electronic Games,EMI
B-29148,1829,896,3,Clothing,Kurti,Credit Card
B-29148,1910,236,5,Clothing,Skirt,COD
B-29149,282,169,4,Clothing,Stole,UPI
B-29149,1933,645,2,Clothing,Trousers,COD
B-29149,1067,260,5,Electronics,Electronic Games,Debit Card
B-29150,473,292,4,Clothing,Trousers,Debit Card
B-29151,4867,2543,1,Electronics,Electronic Games,Debit Card
B-29152,1487,403,3,Electronics,Accessories,COD
B-29152,4338,755,2,Electronics,Accessories,Credit Card
B-29153,1685,333,3,Clothing,Stole,Credit Card
B-29154,3870,1674,3,Electronics,Accessories,COD
B-29155,5112,612,2,Electronics,Phones,EMI
B-29156,739,208,4,Electronics,Phones,Credit Card
B-29157,3475,424,4,Electronics,Printers,UPI
B-29158,832,289,4,Electronics,Printers,UPI
B-29158,240,-87,1,Clothing,Kurti,COD
B-29159,1838,292,2,Electronics,Electronic Games,COD
B-29160,5895,2208,2,Furniture,Furnishings,Credit Card
B-29161,1388,136,5,Clothing,Skirt,Debit Card
B-29162,1882,-778,4,Clothing,Leggings,Credit Card
B-29163,1566,546,2,Clothing,Trousers,COD
B-29163,3724,262,1,Electronics,Printers,COD
B-29164,3899,283,3,Electronics,Accessories,Credit Card
B-29165,972,-312,1,Clothing,Hankerchief,UPI
B-29165,772,285,5,Electronics,Printers,Credit Card
B-29166,3981,382,4,Electronics,Electronic Games,UPI
B-29167,177,44,3,Clothing,Shirt,UPI
B-29167,1226,424,5,Electronics,Electronic Games,COD
B-29167,1755,-325,5,Clothing,Skirt,Credit Card
B-29168,1192,-507,5,Clothing,Stole,UPI
B-29169,473,250,5,Clothing,Skirt,UPI
B-29169,684,92,2,Clothing,Saree,Debit Card
B-29170,5521,1731,1,Electronics,Printers,COD
B-29171,4351,333,2,Furniture,Furnishings,Credit Card
B-29171,1547,348,4,Clothing,Leggings,Debit Card
B-29171,1169,-259,5,Clothing,Saree,UPI
B-29172,5406,1635,1,Electronics,Phones,COD
B-29173,1160,797,3,Clothing,Stole,COD
B-29174,5584,2601,2,Furniture,Chairs,UPI
B-29175,2759,534,3,Furniture,Furnishings,COD
B-29176,1029,316,1,Clothing,Leggings,COD
B-29176,749,222,5,Furniture,Bookcases,UPI
B-29177,786,259,2,Clothing,T-shirt,COD
B-29178,4077,1055,5,Furniture,Furnishings,Debit Card
B-29179,4984,2177,2,Furniture,Tables,Debit Card
B-29180,5333,1381,2,Furniture,Bookcases,UPI
B-29181,5596,404,1,Furniture,Tables,Debit Card
B-29182,1062,-121,1,Clothing,Saree,UPI
B-29182,1727,-250,5,Clothing,Stole,COD
B-29183,1823,603,4,Furniture,Bookcases,EMI
B-29183,579,-254,3,Clothing,Shirt,Credit Card
B-29184,3554,438,2,Furniture,Furnishings,Credit Card
B-29185,4402,1879,2,Furniture,Tables,COD
B-29186,4170,1798,4,Electronics,Printers,UPI
B-29187,2993,290,4,Furniture,Tables,Credit Card
B-29188,1596,-492,2,Clothing,Skirt,COD
B-29188,1555,437,1,Clothing,Stole,COD
B-29189,1178,-44,5,Clothing,Shirt,Credit Card
B-29190,488,-4,1,Clothing,Skirt,Debit Card
B-29190,5751,2063,2,Electronics,Phones,UPI
B-29191,5060,1874,4,Furniture,Tables,COD
B-29192,4733,1412,4,Furniture,Tables,EMI
B-29192,1766,651,2,Clothing,T-shirt,COD
B-29193,2303,801,3,Electronics,Phones,Credit Card
B-29193,1084,350,5,Clothing,Leggings,UPI
B-29194,177,49,5,Clothing,Trousers,Credit Card
B-29195,1725,946,5,Electronics,Accessories,UPI
B-29196,3166,1443,5,Furniture,Bookcases,Credit Card
B-29197,992,216,2,Clothing,T-shirt,COD
B-29198,5896,501,3,Furniture,Chairs,UPI
B-29198,3105,206,2,Electronics,Accessories,COD
B-29198,922,430,4,Electronics,Accessories,Credit Card
B-29199,5295,956,1,Furniture,Tables,COD
B-29200,3846,991,1,Furniture,Furnishings,Debit Card
B-29200,5304,2183,4,Electronics,Phones,UPI
B-29201,1420,-240,4,Clothing,Hankerchief,UPI
B-29202,617,80,3,Electronics,Phones,COD
B-29203,3534,1367,4,Electronics,Accessories,Credit Card
B-29203,658,-84,4,Clothing,T-shirt,COD
B-29204,1544,285,3,Furniture,Furnishings,UPI
B-29205,2925,1305,2,Electronics,Printers,EMI
B-29206,3472,1633,4,Electronics,Printers,Credit Card
B-29207,5500,2703,1,Electronics,Printers,Credit Card
B-29208,1739,1065,3,Clothing,Skirt,Credit Card
B-29209,505,96,4,Furniture,Furnishings,EMI
B-29210,1903,562,4,Clothing,Saree,UPI
B-29211,804,400,5,Furniture,Bookcases,Debit Card
B-29212,2887,254,1,Furniture,Chairs,Debit Card
B-29212,262,56,5,Clothing,Leggings,Credit Card
B-29213,4611,1870,5,Furniture,Chairs,UPI
B-29213,5317,1809,1,Electronics,Printers,UPI
B-29214,4091,1833,5,Furniture,Bookcases,Credit Card
B-29215,263,71,5,Clothing,T-shirt,UPI
B-29215,4313,1201,5,Electronics,Printers,UPI
B-29216,2037,386,2,Furniture,Bookcases,EMI
B-29217,3876,1396,4,Electronics,Printers,COD
B-29218,1606,906,5,Electronics,Printers,Credit Card
B-29219,1025,592,2,Clothing,Hankerchief,UPI
B-29220,322,-82,4,Clothing,Trousers,EMI
B-29221,708,290,5,Clothing,T-shirt,EMI
B-29221,519,352,3,Clothing,Hankerchief,EMI
B-29222,268,127,3,Clothing,Kurti,UPI
B-29223,5574,610,4,Electronics,Phones,COD
B-29224,5854,389,4,Furniture,Chairs,EMI
B-29224,1956,-315,5,Clothing,Stole,COD
B-29225,426,98,4,Clothing,Kurti,COD
B-29226,26,14,3,Clothing,Skirt,Credit Card
B-29227,5550,585,1,Electronics,Electronic Games,Debit Card
B-29227,5298,489,4,Electronics,Electronic Games,UPI
B-29228,516,26,2,Clothing,Saree,Debit Card
B-29229,1265,-228,4,Clothing,Leggings,COD
B-29230,1635,984,4,Clothing,Skirt,COD
B-29230,2121,89,4,Furniture,Tables,UPI
B-29230,2977,1282,4,Furniture,Bookcases,UPI
B-29231,262,31,2,Clothing,Stole,UPI
B-29232,5584,3473,3,Electronics,Phones,EMI
B-29232,5780,1228,5,Furniture,Tables,EMI
B-29233,3186,1272,3,Electronics,Printers,COD
B-29234,3076,444,5,Furniture,Furnishings,UPI
B-29234,650,266,3,Clothing,Stole,Credit Card
B-29235,1372,701,1,Clothing,Hankerchief,UPI
B-29235,555,347,5,Clothing,Shirt,UPI
B-29236,1117,7,4,Clothing,Shirt,COD
B-29236,1768,-790,1,Clothing,Shirt,Credit Card
B-29236,5705,1257,5,Electronics,Printers,UPI
B-29237,1988,726,4,Clothing,Shirt,EMI
B-29237,616,404,2,Clothing,Hankerchief,UPI
B-29238,1890,1188,2,Clothing,Shirt,Credit Card
B-29239,3415,944,3,Furniture,Bookcases,Credit Card
B-29240,1896,1101,1,Electronics,Phones,Credit Card
B-29240,1556,501,4,Clothing,Stole,UPI
B-29241,1688,-681,4,Clothing,Saree,UPI
B-29241,2304,1062,1,Furniture,Bookcases,COD
B-29242,3641,2009,4,Electronics,Electronic Games,COD
B-29243,4941,811,2,Furniture,Bookcases,UPI
B-29243,5485,3107,4,Electronics,Phones,COD
B-29244,4414,1665,2,Furniture,Furnishings,EMI
B-29245,765,-74,1,Clothing,T-shirt,COD
B-29246,1485,923,3,Clothing,Saree,Debit Card
B-29247,3491,1510,3,Electronics,Phones,Credit Card
B-29247,1854,1017,1,Clothing,Skirt,COD
B-29248,4429,1248,3,Electronics,Printers,COD
B-29248,5547,1359,3,Furniture,Chairs,COD
B-29248,5798,1884,5,Electronics,Phones,UPI
B-29249,2980,1715,1,Electronics,Accessories,UPI
B-29249,3579,1837,4,Electronics,Phones,Debit Card
B-29249,2363,661,3,Electronics,Accessories,Debit Card
B-29250,2566,1062,4,Electronics,Electronic Games,Credit Card
B-29251,5563,1369,3,Electronics,Accessories,UPI
B-29252,405,225,5,Electronics,Electronic Games,Credit Card
B-29252,531,222,2,Electronics,Phones,Credit Card
B-29253,176,-43,2,Clothing,Leggings,Debit Card
B-29254,4022,1969,1,Furniture,Furnishings,UPI
B-29255,5930,250,4,Furniture,Tables,COD
B-29256,3510,2094,4,Electronics,Electronic Games,Credit Card
B-29257,5533,813,5,Electronics,Accessories,UPI
B-29257,3692,1636,4,Electronics,Accessories,EMI
B-29258,3731,705,5,Furniture,Chairs,UPI
B-29259,1251,360,4,Electronics,Electronic Games,COD
B-29260,4969,1193,3,Electronics,Printers,Credit Card
B-29260,1294,-459,1,Clothing,Trousers,Debit Card
B-29261,2331,236,1,Electronics,Printers,Credit Card
B-29261,1663,693,5,Clothing,Leggings,Credit Card
B-29262,247,35,1,Clothing,Kurti,UPI
B-29262,1572,940,4,Clothing,Leggings,UPI
B-29263,1642,-389,3,Clothing,Stole,UPI
B-29264,4051,1348,2,Furniture,Chairs,Credit Card
B-29265,857,495,3,Clothing,Kurti,COD
B-29266,1563,855,5,Electronics,Accessories,EMI
B-29266,4780,2381,2,Electronics,Electronic Games,COD
B-29267,4055,2307,5,Electronics,Electronic Games,UPI
B-29268,3163,498,4,Furniture,Furnishings,Credit Card
B-29269,2786,773,3,Furniture,Chairs,Credit Card
B-29269,5471,2054,2,Furniture,Bookcases,UPI
B-29269,616,93,2,Furniture,Bookcases,UPI
B-29270,1259,-16,4,Clothing,Trousers,COD
B-29270,1726,408,1,Clothing,Stole,Credit Card
B-29271,1237,472,5,Clothing,Hankerchief,EMI
B-29271,1095,676,1,Electronics,Printers,Credit Card
B-29272,1096,-500,1,Clothing,Shirt,Debit Card
B-29272,1488,-572,4,Clothing,Trousers,UPI
B-29273,1249,486,4,Clothing,Stole,Credit Card
B-29274,87,-2,3,Clothing,Saree,COD
B-29275,1083,415,4,Furniture,Furnishings,COD
B-29275,322,20,5,Electronics,Phones,UPI
B-29275,1381,329,2,Electronics,Phones,COD
B-29276,4737,1533,1,Electronics,Printers,Credit Card
B-29277,524,327,1,Electronics,Accessories,EMI
B-29277,3090,1175,5,Furniture,Bookcases,Debit Card
B-29278,264,7,4,Clothing,T-shirt,COD
B-29279,2797,861,1,Electronics,Accessories,COD
B-29280,944,4,1,Clothing,T-shirt,Credit Card
B-29281,364,157,2,Clothing,Trousers,UPI
B-29282,1170,194,4,Electronics,Phones,Credit Card
B-29282,688,340,4,Clothing,Skirt,Credit Card
B-29283,4000,1765,4,Furniture,Furnishings,Credit Card
B-29284,1913,-58,3,Clothing,Stole,Credit Card
B-29285,1470,645,3,Electronics,Accessories,Credit Card
B-29285,651,186,1,Clothing,T-shirt,COD
B-29286,266,11,3,Clothing,Stole,COD
B-29286,5368,2662,5,Furniture,Chairs,COD
B-29287,4886,1402,2,Furniture,Furnishings,Credit Card
B-29287,1874,1003,4,Electronics,Phones,EMI
B-29288,4947,336,3,Electronics,Printers,UPI
B-29289,400,219,4,Electronics,Electronic Games,COD
B-29290,758,468,2,Electronics,Printers,Credit Card
B-29291,4333,1466,5,Furniture,Chairs,UPI
B-29292,947,460,3,Electronics,Phones,UPI
B-29293,5204,1659,4,Electronics,Electronic Games,COD
B-29294,749,303,2,Furniture,Furnishings,COD
B-29294,1699,639,3,Electronics,Printers,Credit Card
B-29295,1588,485,5,Furniture,Furnishings,COD
B-29295,3103,880,5,Electronics,Printers,UPI
B-29296,1016,357,2,Clothing,Saree,COD
B-29296,1924,291,5,Clothing,Saree,Debit Card
B-29297,1608,103,2,Clothing,Hankerchief,COD
B-29297,311,-3,1,Clothing,T-shirt,COD
B-29297,564,36,4,Furniture,Furnishings,UPI
B-29298,798,330,3,Electronics,Printers,Debit Card
B-29298,1463,95,1,Clothing,Kurti,EMI
B-29299,1155,-364,2,Clothing,Shirt,COD
B-29300,1207,160,2,Electronics,Phones,UPI
B-29300,3481,344,5,Electronics,Printers,EMI
B-29301,1348,537,3,Clothing,Trousers,UPI
B-29302,509,325,5,Electronics,Accessories,UPI
B-29302,2177,190,3,Furniture,Furnishings,Credit Card
B-29302,5008,1678,2,Furniture,Bookcases,Debit Card
B-29303,5243,1943,4,Electronics,Printers,UPI
B-29304,1232,-425,2,Clothing,Hankerchief,Debit Card
B-29304,1232,704,4,Electronics,Electronic Games,Credit Card
B-29305,3665,1754,1,Electronics,Phones,EMI
B-29305,5550,152,4,Furniture,Furnishings,COD
B-29306,787,202,2,Furniture,Chairs,COD
B-29306,4791,1630,5,Furniture,Furnishings,UPI
B-29306,700,-31,5,Clothing,Saree,Credit Card
B-29307,893,-191,2,Clothing,T-shirt,UPI
B-29308,2536,754,5,Electronics,Electronic Games,Credit Card
B-29309,372,117,5,Clothing,T-shirt,Credit Card
B-29310,595,330,4,Clothing,Kurti,EMI
B-29310,5470,285,3,Electronics,Printers,Credit Card
B-29311,1003,297,3,Clothing,Saree,EMI
B-29312,418,114,2,Clothing,Trousers,Debit Card
B-29312,4511,117,5,Furniture,Tables,EMI
